transaction_id,timestamp,amount,merchant_category,transaction_location,device_type,payment_type,customer_age,days_since_last_transaction,transaction_frequency,average_transaction_amount,is_weekend,is_night,distance_from_home,previous_fraud_flag,is_fraud
268,50109,481.58,Grocery,New York,Mobile,Credit Card,42,4,15,435.2,0,1,41.28,1,0
269,38468,885.11,Dining,San Francisco,Mobile,Bank Transfer,30,15,4,173.9,1,1,22.78,0,0
270,23329,530.73,Travel,New York,Mobile,Credit Card,56,0,18,105.6,0,1,58.39,1,0
271,3988,441.59,Dining,Seattle,In-store,Bank Transfer,45,27,18,134.9,0,0,37.15,1,0
272,58872,405.08,Dining,Houston,Web,Bank Transfer,59,8,17,220.62,1,1,44.89,1,0
273,22400,572.86,Grocery,Chicago,Mobile,Debit Card,23,11,12,140.57,0,1,53.72,1,0
274,46215,804.17,Travel,New York,In-store,Credit Card,20,4,7,173.87,1,0,20.35,0,0
275,70272,538.86,Clothing,Houston,Mobile,Debit Card,52,21,16,84.79,0,0,15.58,1,1
276,44065,661.99,Entertainment,Chicago,Mobile,Credit Card,35,19,11,162.16,1,1,88.04,0,0
277,70092,738.12,Grocery,Los Angeles,Web,Bank Transfer,28,21,14,294.7,0,1,43.37,0,0
278,40819,520.65,Grocery,New York,Mobile,Credit Card,37,27,3,232.09,1,1,41.21,1,0
279,45526,427.39,Clothing,New York,In-store,Debit Card,22,23,19,186.43,1,0,3.56,0,0
280,19831,876.79,Travel,Los Angeles,In-store,Debit Card,36,2,18,378.3,1,0,49.8,1,0
281,17430,418.09,Travel,Los Angeles,Web,Debit Card,39,4,10,448.88,1,1,55.42,0,1
282,6894,462.48,Dining,New York,Mobile,Credit Card,36,1,6,383.26,0,0,55.88,1,0
283,79910,990.35,Clothing,Los Angeles,In-store,Debit Card,64,13,13,179.36,0,1,70.7,1,0
284,47334,1.24,Clothing,San Francisco,Mobile,Debit Card,33,1,10,377.33,1,1,17.75,0,0
285,3437,186.29,Travel,Chicago,Mobile,Debit Card,41,12,18,92.95,0,0,25.22,1,0
286,74291,384.58,Dining,Chicago,Mobile,Bank Transfer,58,6,16,82.55,1,1,81.07,1,0
287,76214,932.66,Grocery,Chicago,Web,Bank Transfer,21,9,6,185.9,1,0,94.72,1,0
288,5896,70.96,Electronics,San Francisco,Mobile,Credit Card,32,12,13,407.7,0,0,13.59,1,0
289,19739,10.48,Entertainment,Los Angeles,In-store,Credit Card,42,15,4,138.25,0,1,49.76,0,0
290,30747,53.63,Grocery,Houston,Mobile,Debit Card,61,25,14,50.36,1,0,21.42,0,0
291,49378,89.45,Travel,Los Angeles,In-store,Bank Transfer,52,13,1,83.22,0,1,6.01,0,0
292,48405,38.56,Entertainment,New York,Mobile,Debit Card,31,10,5,432.2,1,0,32.55,1,0
293,54046,480.3,Electronics,Seattle,In-store,Debit Card,66,9,8,324.22,0,1,14.37,0,0
294,39791,581.18,Electronics,Chicago,In-store,Bank Transfer,36,5,12,141.54,0,1,70.99,1,0
295,5601,272.42,Dining,Los Angeles,Mobile,Bank Transfer,55,3,2,286.54,0,1,53.37,1,0
296,40765,398.89,Entertainment,Houston,Mobile,Bank Transfer,53,20,12,273.24,0,0,14.38,1,0
297,74544,92.61,Dining,New York,In-store,Credit Card,24,0,5,334.61,0,1,0.92,0,0
298,45715,337.03,Grocery,San Francisco,Web,Credit Card,47,6,5,131.93,1,0,80.82,0,0
299,56836,523.0,Clothing,San Francisco,Mobile,Debit Card,36,23,13,434.91,0,0,17.62,0,0
300,73745,732.54,Clothing,Houston,Web,Credit Card,66,8,9,168.5,0,0,60.62,0,0
301,56492,4.34,Clothing,New York,Mobile,Bank Transfer,42,7,10,353.18,1,0,33.69,1,0
302,18590,467.84,Entertainment,Chicago,Mobile,Bank Transfer,33,4,1,27.74,1,0,58.55,0,0
303,43485,297.71,Clothing,Los Angeles,Mobile,Credit Card,64,18,3,198.88,1,1,31.57,0,0
304,82990,852.97,Grocery,New York,Mobile,Debit Card,57,9,18,188.82,0,0,8.69,0,0
305,36213,715.84,Dining,San Francisco,Web,Debit Card,68,10,12,280.87,0,1,22.3,0,0
306,43526,589.52,Entertainment,Houston,Mobile,Credit Card,25,24,3,54.91,1,1,18.81,1,0
307,47203,277.99,Dining,Houston,In-store,Debit Card,35,14,9,399.26,1,0,42.8,0,0
308,32636,910.43,Entertainment,Los Angeles,In-store,Debit Card,45,5,2,124.53,1,1,65.83,0,0
309,63209,46.06,Dining,Houston,Web,Debit Card,33,14,3,344.98,1,1,26.38,0,0
310,33829,110.36,Electronics,Houston,Mobile,Bank Transfer,69,4,14,405.54,0,0,1.21,1,0
311,18712,392.24,Dining,New York,In-store,Bank Transfer,36,28,4,289.7,0,1,51.89,0,0
312,3421,125.31,Clothing,Chicago,Web,Credit Card,59,18,19,375.62,0,0,60.58,0,1
313,302,956.46,Electronics,Los Angeles,Mobile,Bank Transfer,34,21,13,337.69,0,0,96.29,0,0
314,45237,798.19,Dining,New York,In-store,Debit Card,62,18,7,190.65,0,0,58.95,1,0
315,66236,259.72,Entertainment,Chicago,In-store,Bank Transfer,30,9,12,408.25,1,1,47.12,1,0
316,54241,588.97,Entertainment,New York,Web,Credit Card,24,11,3,161.46,0,1,57.34,0,0
317,65727,982.35,Entertainment,Seattle,Mobile,Bank Transfer,44,21,9,294.18,1,1,92.79,0,0
318,10493,884.31,Travel,New York,Mobile,Debit Card,27,3,2,377.79,1,1,82.84,1,0
319,6103,601.2,Grocery,Houston,In-store,Debit Card,51,30,9,201.9,1,0,32.3,1,0
320,50337,903.82,Entertainment,Chicago,In-store,Credit Card,53,17,12,165.33,0,0,23.73,1,0
321,85315,989.2,Electronics,Los Angeles,In-store,Bank Transfer,42,15,12,240.49,1,1,26.26,1,0
322,26642,743.61,Entertainment,Los Angeles,Mobile,Bank Transfer,23,7,15,412.62,0,0,50.44,1,0
323,34585,65.92,Travel,Chicago,Web,Bank Transfer,41,3,2,466.36,1,1,74.4,0,0
324,32746,402.18,Clothing,Houston,Web,Debit Card,35,24,18,281.64,0,0,50.32,0,0
325,23094,837.99,Electronics,San Francisco,Mobile,Credit Card,40,22,13,337.5,1,0,6.78,0,0
326,66106,231.34,Travel,New York,Web,Bank Transfer,23,11,14,453.57,0,0,72.36,0,0
327,51886,830.81,Clothing,Houston,In-store,Debit Card,46,1,5,67.3,1,0,80.6,1,1
328,36632,121.22,Electronics,Seattle,Web,Debit Card,42,3,10,131.4,1,0,28.95,1,0
329,72992,47.9,Dining,Chicago,Web,Debit Card,34,4,12,360.27,1,1,66.41,1,0
330,4015,384.71,Grocery,New York,Web,Bank Transfer,63,2,10,415.4,1,1,42.66,1,0
331,11094,37.7,Grocery,Los Angeles,In-store,Bank Transfer,41,8,11,431.37,0,0,88.91,1,1
332,18071,957.31,Travel,San Francisco,Mobile,Bank Transfer,28,28,2,219.25,0,1,84.52,0,0
333,35778,826.38,Clothing,Seattle,In-store,Bank Transfer,43,20,5,62.88,0,0,52.54,0,0
334,56959,800.97,Grocery,Los Angeles,Mobile,Bank Transfer,68,17,7,230.14,1,0,69.15,0,0
335,82075,630.15,Clothing,Chicago,Mobile,Bank Transfer,51,10,6,130.75,1,0,88.33,0,0
336,10730,217.11,Clothing,New York,Mobile,Bank Transfer,45,2,3,159.77,1,0,49.57,0,0
337,45018,518.74,Travel,Chicago,Web,Bank Transfer,20,29,13,390.69,1,1,31.33,1,0
338,66321,597.68,Travel,New York,Web,Bank Transfer,28,30,3,56.25,1,0,75.37,1,0
339,27752,525.51,Travel,Houston,Mobile,Debit Card,55,24,6,417.24,1,1,22.01,1,1
340,78070,260.97,Grocery,San Francisco,Mobile,Bank Transfer,31,22,11,225.28,0,0,38.85,1,0
341,54749,515.73,Travel,Houston,Web,Credit Card,68,1,17,306.11,0,0,86.57,1,0
342,5802,491.7,Grocery,Houston,In-store,Debit Card,43,8,10,63.03,0,1,72.44,0,0
343,19191,996.34,Travel,Chicago,Mobile,Bank Transfer,65,13,12,181.93,0,0,40.38,0,0
344,49690,897.54,Entertainment,San Francisco,In-store,Credit Card,38,3,17,63.06,0,0,21.47,0,0
345,50994,463.92,Clothing,New York,Web,Bank Transfer,56,28,4,481.54,0,1,35.6,1,0
346,29593,623.31,Travel,New York,Mobile,Credit Card,47,8,2,407.49,0,1,28.41,1,0
347,10648,748.12,Electronics,Seattle,In-store,Credit Card,25,30,11,240.62,0,1,17.61,1,0
348,8717,35.83,Clothing,Los Angeles,In-store,Credit Card,68,12,7,127.33,1,0,74.33,1,0
349,70317,895.03,Clothing,Seattle,In-store,Credit Card,37,17,2,468.06,1,0,25.21,0,0
350,2369,860.27,Travel,Seattle,Web,Debit Card,65,14,18,185.41,1,1,45.42,1,0
351,77576,457.97,Dining,New York,Web,Debit Card,49,27,4,97.27,1,1,38.59,0,0
352,6656,391.78,Travel,Chicago,In-store,Credit Card,39,9,8,290.32,1,0,98.21,1,0
353,70032,273.69,Clothing,Houston,In-store,Bank Transfer,24,15,14,473.01,1,0,39.11,0,0
354,76430,477.2,Electronics,Houston,Web,Credit Card,26,11,12,21.84,1,1,8.0,1,0
355,55767,45.33,Clothing,Houston,In-store,Debit Card,62,19,18,134.3,0,1,8.98,1,0
356,13404,852.34,Electronics,San Francisco,In-store,Bank Transfer,18,4,11,470.45,0,1,59.08,0,0
357,32098,36.39,Grocery,New York,Web,Debit Card,46,1,8,102.12,1,1,59.94,0,0
358,78658,329.72,Entertainment,Chicago,In-store,Debit Card,25,9,2,74.36,0,0,41.88,1,0
359,10967,931.66,Clothing,San Francisco,In-store,Bank Transfer,21,0,15,293.69,0,0,43.18,0,0
360,52922,735.48,Travel,Los Angeles,In-store,Credit Card,52,6,9,433.69,0,0,5.39,1,0
361,49727,282.11,Grocery,Chicago,Web,Credit Card,20,25,19,249.01,0,0,51.65,1,0
362,50301,253.4,Entertainment,Seattle,In-store,Credit Card,62,16,8,497.39,0,1,50.47,0,1
363,22678,6.08,Travel,Chicago,Web,Credit Card,57,15,19,346.0,1,0,14.95,1,0
364,55610,696.02,Dining,Chicago,Web,Bank Transfer,24,26,5,55.56,0,1,10.38,1,0
365,56662,49.73,Travel,Houston,Mobile,Bank Transfer,44,26,11,496.56,1,0,12.36,0,1
366,31025,533.07,Electronics,Chicago,Mobile,Bank Transfer,18,23,15,215.79,1,0,10.1,1,0
367,70314,962.16,Electronics,Seattle,In-store,Debit Card,44,2,8,157.95,1,0,60.97,1,0
368,53007,110.36,Dining,Seattle,Web,Bank Transfer,33,13,19,287.78,0,1,19.65,1,0
369,15339,894.59,Grocery,New York,Mobile,Credit Card,55,9,8,166.07,1,0,25.14,1,0
370,68028,991.48,Entertainment,Chicago,In-store,Debit Card,24,21,19,61.5,1,1,17.36,0,0
371,80136,62.46,Travel,Houston,Mobile,Credit Card,61,6,18,20.69,1,1,95.78,0,1
372,19509,883.02,Electronics,Chicago,Mobile,Credit Card,40,25,10,235.8,1,0,85.46,0,0
373,3052,516.56,Grocery,Los Angeles,Web,Bank Transfer,58,16,7,421.69,0,1,23.05,1,0
374,48748,906.61,Dining,Los Angeles,Web,Bank Transfer,28,29,9,294.71,1,0,32.76,0,0
375,54022,571.75,Clothing,Houston,Mobile,Credit Card,59,5,1,499.62,1,1,20.99,0,0
376,66413,662.45,Electronics,New York,Mobile,Credit Card,70,22,19,157.69,1,0,49.19,0,0
377,58336,544.24,Dining,New York,Web,Debit Card,50,21,5,154.62,1,1,1.96,1,0
378,56180,864.63,Travel,Seattle,In-store,Bank Transfer,67,3,19,96.68,0,1,67.14,0,0
379,32094,734.18,Entertainment,Seattle,Web,Debit Card,53,16,1,98.75,1,0,52.32,0,0
380,69679,521.74,Electronics,San Francisco,Mobile,Debit Card,54,26,15,156.89,1,0,89.86,1,1
381,80739,868.29,Electronics,Houston,In-store,Debit Card,58,8,16,400.56,1,0,16.44,1,0
382,39735,246.04,Travel,Chicago,Mobile,Credit Card,34,3,7,454.76,1,0,80.41,1,0
383,72616,158.18,Clothing,Houston,In-store,Debit Card,52,6,12,488.04,1,1,79.2,1,0
384,73524,161.24,Grocery,San Francisco,Mobile,Debit Card,65,22,8,131.5,1,1,12.72,1,0
385,17020,334.67,Entertainment,Seattle,In-store,Credit Card,22,1,5,443.02,0,1,39.86,1,0
386,83614,239.45,Electronics,Houston,In-store,Bank Transfer,65,16,10,177.56,1,1,17.02,0,0
387,73848,930.16,Entertainment,Houston,Mobile,Bank Transfer,49,23,5,74.16,0,0,25.47,0,0
388,82751,106.73,Electronics,Seattle,In-store,Debit Card,20,7,17,437.61,0,1,26.32,1,0
389,79635,699.29,Entertainment,San Francisco,Web,Credit Card,69,22,5,325.33,1,0,55.62,1,1
390,28252,190.03,Dining,Seattle,Mobile,Bank Transfer,64,29,15,99.07,0,1,41.14,0,0
391,25946,881.76,Electronics,New York,Web,Debit Card,52,30,13,226.32,1,0,94.77,1,1
392,32218,961.35,Entertainment,Chicago,Mobile,Debit Card,69,14,1,157.88,0,0,12.64,1,0
393,8309,466.0,Grocery,Seattle,In-store,Credit Card,31,30,11,373.66,1,0,97.37,0,0
394,5950,879.19,Dining,San Francisco,In-store,Debit Card,65,14,1,237.64,0,0,23.06,1,0
395,51991,6.14,Dining,Los Angeles,In-store,Bank Transfer,48,7,11,494.85,0,0,77.29,1,0
396,1151,820.13,Grocery,New York,Mobile,Credit Card,48,15,18,46.28,1,1,33.9,0,0
397,74741,229.4,Entertainment,Los Angeles,Web,Bank Transfer,34,18,18,190.41,0,0,14.31,0,0
398,66618,908.79,Travel,Seattle,Web,Bank Transfer,41,10,16,251.31,0,1,85.79,0,0
399,16897,2.12,Grocery,New York,Mobile,Bank Transfer,69,1,13,261.5,0,1,30.89,0,1
400,46176,556.63,Entertainment,Chicago,Mobile,Debit Card,40,22,7,171.65,0,0,65.89,0,0
401,7806,756.88,Grocery,Seattle,Web,Debit Card,35,23,1,370.04,0,1,56.64,1,0
402,5238,259.43,Grocery,Chicago,Web,Bank Transfer,67,16,16,439.88,1,1,47.18,1,0
403,20057,193.94,Electronics,Houston,Web,Bank Transfer,31,27,1,470.59,0,1,49.58,1,0
404,45544,85.01,Entertainment,Los Angeles,Web,Credit Card,67,25,17,406.44,0,0,73.22,1,0
405,56557,327.11,Travel,New York,Mobile,Credit Card,32,15,6,428.28,1,0,8.78,1,0
406,3344,560.28,Electronics,Chicago,Mobile,Debit Card,32,24,2,284.26,1,0,66.82,0,0
407,13501,116.73,Grocery,San Francisco,In-store,Debit Card,23,14,17,416.43,1,0,89.58,1,0
408,53223,377.32,Clothing,Chicago,Web,Credit Card,44,12,6,165.68,0,1,5.78,1,0
409,29376,10.06,Grocery,San Francisco,In-store,Bank Transfer,32,14,14,211.27,0,1,14.07,1,0
410,9663,818.86,Grocery,Seattle,Mobile,Debit Card,67,26,18,172.12,0,1,71.66,1,0
411,16965,129.32,Entertainment,New York,Mobile,Bank Transfer,53,3,6,244.35,0,1,43.73,1,0
412,59639,284.06,Entertainment,Chicago,In-store,Credit Card,25,15,10,157.08,1,1,40.35,0,1
413,73667,19.41,Electronics,Chicago,Web,Debit Card,32,29,18,481.57,1,1,13.7,1,0
414,85068,432.81,Travel,New York,Web,Debit Card,20,11,9,170.17,0,0,50.68,1,0
415,67216,840.28,Electronics,Chicago,Web,Credit Card,64,29,8,67.06,0,1,12.65,1,0
416,69043,392.76,Dining,San Francisco,Web,Debit Card,30,3,10,272.87,0,1,47.66,1,0
417,13285,180.32,Grocery,Chicago,In-store,Credit Card,58,2,17,47.41,0,1,76.36,1,1
418,72790,753.95,Clothing,Los Angeles,In-store,Debit Card,51,21,6,73.06,1,0,25.83,1,0
419,84665,789.02,Grocery,Seattle,Mobile,Credit Card,41,16,14,125.31,1,1,48.08,0,0
420,61390,174.58,Grocery,Houston,Web,Debit Card,57,21,6,242.89,0,1,99.2,1,1
421,9436,771.08,Electronics,San Francisco,Web,Bank Transfer,49,17,7,227.96,1,0,68.67,0,0
422,54341,947.35,Clothing,Los Angeles,Web,Bank Transfer,49,24,12,403.85,0,1,84.14,0,0
423,44079,167.21,Clothing,Seattle,In-store,Bank Transfer,47,17,3,374.95,0,0,41.48,1,1
424,78833,771.21,Clothing,New York,Web,Debit Card,69,22,14,224.63,1,0,76.79,1,0
425,51294,708.86,Electronics,San Francisco,In-store,Debit Card,66,27,19,180.18,0,1,4.05,1,1
426,78782,474.1,Grocery,Houston,Web,Bank Transfer,30,16,16,171.91,1,1,12.29,0,0
427,60404,58.86,Electronics,Seattle,Web,Bank Transfer,18,11,7,391.52,0,0,20.31,1,1
428,29125,75.62,Entertainment,Houston,Mobile,Credit Card,51,22,8,44.99,1,1,40.2,1,0
429,43920,852.56,Entertainment,New York,Web,Credit Card,32,20,18,26.15,0,1,84.57,1,1
430,35248,990.16,Electronics,New York,Web,Credit Card,61,23,13,401.86,1,0,34.63,0,0
431,62753,676.38,Clothing,San Francisco,Mobile,Bank Transfer,31,3,9,249.03,0,0,65.46,0,0
432,56574,446.51,Grocery,Chicago,In-store,Bank Transfer,46,30,10,82.82,0,1,70.93,1,0
433,59102,647.93,Electronics,New York,In-store,Bank Transfer,51,11,9,133.07,1,0,58.62,0,0
434,26647,594.8,Electronics,Seattle,Web,Credit Card,35,30,15,467.6,0,1,35.72,1,0
435,23050,384.23,Electronics,Chicago,In-store,Debit Card,24,25,2,432.56,1,1,57.71,0,0
436,79606,66.56,Dining,Los Angeles,Web,Bank Transfer,46,22,13,360.7,1,1,34.23,1,0
437,68386,821.69,Entertainment,Houston,Mobile,Debit Card,48,21,2,251.47,0,1,8.39,0,0
438,40159,372.46,Clothing,Chicago,Mobile,Debit Card,42,20,19,269.76,0,0,99.28,1,0
439,65418,818.97,Travel,Houston,Web,Debit Card,55,19,2,488.12,0,1,12.72,1,1
440,23290,253.26,Clothing,Chicago,Mobile,Credit Card,31,14,3,483.57,0,0,7.23,0,0
441,9824,2.03,Travel,Los Angeles,Mobile,Debit Card,25,22,6,123.33,1,1,87.85,0,0
442,60161,159.78,Dining,New York,Web,Bank Transfer,44,27,3,409.33,0,1,30.18,0,0
443,41976,469.07,Electronics,Los Angeles,Web,Credit Card,19,15,10,114.68,0,0,65.03,0,0
444,9541,944.36,Dining,New York,Mobile,Bank Transfer,34,4,6,122.5,0,1,32.9,0,0
445,16365,103.09,Dining,New York,In-store,Bank Transfer,54,20,16,344.52,1,0,39.15,1,0
446,4612,854.36,Grocery,Houston,In-store,Credit Card,31,14,17,214.4,0,0,26.21,1,0
447,27664,527.5,Entertainment,Seattle,Web,Bank Transfer,42,16,19,467.14,1,1,34.3,0,0
448,51992,826.09,Travel,Los Angeles,Web,Bank Transfer,47,17,3,62.72,0,1,41.07,1,0
449,57680,299.08,Electronics,Chicago,In-store,Credit Card,46,4,18,265.53,1,1,72.04,1,0
450,30978,840.11,Travel,Los Angeles,Mobile,Bank Transfer,37,12,7,460.89,0,1,51.15,0,0
451,49116,773.05,Clothing,Houston,In-store,Debit Card,38,18,9,453.97,0,0,94.36,1,0
452,60891,230.82,Travel,New York,In-store,Bank Transfer,70,29,12,95.13,1,1,4.19,1,0
453,66388,132.2,Clothing,Houston,In-store,Debit Card,39,12,5,195.99,0,1,50.31,0,0
454,18072,868.19,Entertainment,San Francisco,In-store,Bank Transfer,52,17,3,317.18,0,1,58.42,0,0
455,59276,963.27,Clothing,San Francisco,Web,Credit Card,54,13,11,96.51,0,1,92.02,1,0
456,72370,32.27,Travel,Chicago,Web,Credit Card,33,29,4,484.65,1,1,4.92,0,0
457,11939,731.54,Travel,Houston,Mobile,Bank Transfer,67,3,5,459.08,0,0,57.35,1,0
458,35196,909.61,Clothing,Chicago,Mobile,Credit Card,66,3,1,100.14,1,1,85.36,0,0
459,4001,857.5,Dining,Chicago,Mobile,Bank Transfer,60,19,18,78.15,1,0,24.19,0,0
460,70589,964.56,Entertainment,San Francisco,Mobile,Credit Card,34,19,12,61.0,1,1,87.63,0,0
461,38305,760.33,Grocery,Chicago,In-store,Debit Card,33,18,13,456.53,0,1,1.9,0,1
462,69450,442.86,Electronics,San Francisco,Web,Bank Transfer,19,12,9,112.94,1,1,73.25,1,0
463,82987,312.64,Travel,New York,Web,Debit Card,21,11,2,219.82,1,0,93.31,0,0
464,20765,321.42,Electronics,Houston,Mobile,Debit Card,38,6,5,235.45,0,1,65.72,0,1
465,86028,724.7,Grocery,Chicago,Mobile,Bank Transfer,56,24,13,307.53,1,0,43.9,1,0
466,38495,746.09,Electronics,San Francisco,In-store,Debit Card,51,11,16,54.43,1,0,4.49,1,0
467,3374,201.16,Grocery,Los Angeles,In-store,Bank Transfer,47,20,16,128.84,0,1,92.01,1,0
468,12162,868.25,Clothing,Chicago,Mobile,Debit Card,23,3,3,467.12,0,0,47.03,1,0
469,27351,715.21,Dining,Seattle,Web,Bank Transfer,34,26,4,456.04,1,1,2.9,0,0
470,25352,563.19,Travel,New York,Web,Bank Transfer,56,1,11,395.02,0,1,68.98,1,0
471,15306,472.06,Grocery,New York,Web,Credit Card,42,1,14,29.31,0,0,48.18,0,0
472,75354,543.69,Electronics,Los Angeles,Mobile,Bank Transfer,22,4,3,176.96,0,1,12.43,1,0
473,76798,160.09,Travel,San Francisco,Web,Bank Transfer,22,22,16,321.42,1,1,21.43,0,0
474,65954,204.5,Dining,Chicago,In-store,Debit Card,37,9,15,152.09,1,0,6.45,1,0
475,57459,92.07,Clothing,San Francisco,In-store,Bank Transfer,33,9,10,456.6,0,0,57.43,0,0
476,20359,154.5,Travel,New York,Mobile,Credit Card,68,8,9,324.27,1,0,62.2,0,0
477,3268,454.24,Grocery,San Francisco,In-store,Debit Card,58,12,11,54.52,0,0,50.57,1,0
478,82746,530.82,Dining,New York,Mobile,Debit Card,54,6,16,456.32,0,0,81.71,0,0
479,38514,18.84,Electronics,San Francisco,Web,Credit Card,57,4,10,479.73,0,0,86.1,0,1
480,26093,797.0,Dining,Los Angeles,Web,Debit Card,26,25,17,57.3,0,1,61.56,0,0
481,11339,294.87,Dining,Houston,Web,Debit Card,22,9,19,275.53,0,0,1.28,0,0
482,413,911.92,Entertainment,Los Angeles,In-store,Debit Card,59,9,2,165.61,1,0,69.52,1,0
483,7544,967.54,Dining,Los Angeles,Mobile,Debit Card,19,5,2,208.56,1,1,41.8,0,0
484,33497,186.27,Dining,Houston,Web,Credit Card,26,26,6,106.23,1,1,56.56,0,0
485,60693,462.64,Travel,Houston,Mobile,Credit Card,60,27,19,297.47,1,0,64.91,1,0
486,44426,2.23,Electronics,Chicago,Web,Debit Card,53,18,8,479.83,0,0,35.02,1,0
487,38757,598.73,Travel,Chicago,In-store,Debit Card,39,20,3,261.47,0,1,91.71,1,0
488,18889,607.7,Travel,Los Angeles,In-store,Credit Card,39,7,14,59.8,1,0,13.4,0,1
489,35736,248.29,Grocery,Los Angeles,Mobile,Credit Card,39,0,16,317.6,1,0,67.15,0,0
490,47296,558.85,Travel,New York,In-store,Credit Card,51,27,1,183.31,0,1,0.44,1,0
491,83043,226.31,Entertainment,New York,In-store,Debit Card,46,16,3,430.84,0,0,92.47,0,1
492,86000,161.66,Entertainment,Chicago,Mobile,Debit Card,55,6,18,228.65,0,1,11.25,1,0
493,17956,651.87,Grocery,Seattle,Web,Bank Transfer,63,13,9,112.56,1,0,9.49,0,0
494,37842,326.6,Clothing,Seattle,In-store,Credit Card,50,20,6,111.73,0,1,33.3,1,0
495,70641,590.67,Electronics,Chicago,Mobile,Debit Card,35,29,1,389.01,0,1,37.36,0,0
496,65511,433.81,Electronics,New York,In-store,Credit Card,24,20,10,147.48,1,1,21.43,1,0
497,34912,984.37,Travel,New York,In-store,Debit Card,18,16,6,388.27,1,0,58.51,0,0
498,59032,150.43,Travel,Seattle,In-store,Credit Card,50,8,12,118.83,1,1,44.29,1,0
499,7358,465.13,Clothing,San Francisco,In-store,Debit Card,18,16,4,174.41,0,0,3.42,0,0
500,32480,680.78,Travel,San Francisco,Mobile,Bank Transfer,41,4,13,243.43,0,1,31.97,0,0
501,61477,396.15,Electronics,New York,Mobile,Bank Transfer,21,25,17,472.73,1,1,81.04,0,0
502,44812,974.73,Dining,San Francisco,Mobile,Credit Card,21,24,8,467.23,0,1,68.97,1,0
503,36209,722.17,Entertainment,Houston,In-store,Debit Card,35,29,3,119.3,0,0,72.49,0,0
504,20151,657.33,Dining,Chicago,In-store,Debit Card,44,30,12,191.95,0,0,69.81,0,1
505,71181,757.3,Dining,Chicago,In-store,Credit Card,60,19,7,91.71,1,1,31.1,0,0
506,43287,952.7,Electronics,New York,Mobile,Debit Card,49,28,12,264.79,1,0,9.97,1,0
507,68451,907.91,Dining,Los Angeles,In-store,Credit Card,50,7,2,241.08,0,0,27.25,0,0
508,21353,724.56,Clothing,Seattle,Web,Debit Card,45,5,14,452.36,0,0,83.18,1,0
509,55070,749.41,Grocery,New York,In-store,Credit Card,59,10,5,466.4,0,1,98.05,0,0
510,14398,146.78,Travel,San Francisco,Web,Debit Card,58,30,9,204.11,0,0,49.38,1,0
511,41556,103.69,Grocery,Seattle,In-store,Credit Card,53,18,11,256.03,1,1,0.97,1,0
512,46960,571.33,Entertainment,Los Angeles,Mobile,Debit Card,23,3,5,450.19,1,1,14.0,0,0
513,729,19.35,Travel,San Francisco,In-store,Bank Transfer,33,17,3,407.22,0,1,32.21,1,0
514,50518,482.87,Dining,Houston,Web,Debit Card,51,0,17,21.76,0,0,57.86,1,0
515,66235,211.14,Entertainment,San Francisco,Web,Credit Card,40,12,2,173.63,1,1,7.51,0,0
516,39955,346.67,Travel,Houston,In-store,Bank Transfer,67,13,1,222.45,0,0,94.34,1,0
517,47281,776.03,Clothing,Seattle,Web,Debit Card,59,23,7,130.26,1,0,36.51,1,0
518,79460,941.3,Clothing,Houston,Web,Bank Transfer,41,0,14,115.79,0,1,91.26,1,0
519,16780,73.34,Clothing,Seattle,Mobile,Debit Card,66,29,5,38.14,1,1,78.05,1,0
520,63933,534.71,Clothing,Seattle,In-store,Bank Transfer,30,28,19,328.82,0,1,75.54,0,0
521,72937,882.65,Dining,Seattle,In-store,Credit Card,35,10,11,146.0,0,0,60.67,1,1
522,24467,83.43,Grocery,Seattle,In-store,Debit Card,30,16,2,45.13,1,0,62.68,1,0
523,36940,824.69,Travel,Seattle,Web,Debit Card,66,3,8,130.87,1,1,63.8,0,0
524,69897,358.44,Dining,San Francisco,In-store,Credit Card,54,25,9,404.92,0,1,62.87,0,0
525,35271,322.77,Clothing,Seattle,In-store,Bank Transfer,60,11,3,428.71,0,0,55.37,1,0
526,59164,977.49,Grocery,San Francisco,Mobile,Credit Card,56,9,2,251.87,1,0,98.64,0,0
527,82638,201.66,Entertainment,Seattle,Mobile,Credit Card,59,30,7,219.71,1,1,73.23,0,0
528,51935,693.5,Entertainment,Houston,Mobile,Bank Transfer,34,5,5,489.37,0,0,77.69,0,0
529,64896,821.62,Entertainment,Seattle,Web,Credit Card,32,24,5,116.27,0,0,87.25,0,0
530,32308,42.14,Clothing,Los Angeles,In-store,Debit Card,35,0,13,123.37,1,0,21.56,0,0
531,54099,670.72,Entertainment,Seattle,Mobile,Debit Card,40,6,6,160.1,1,0,8.38,0,1
532,60922,951.6,Electronics,Seattle,Mobile,Debit Card,68,25,18,102.92,1,0,48.29,0,0
533,5487,125.1,Travel,Houston,Mobile,Credit Card,47,26,2,202.1,1,0,51.41,0,0
534,8336,896.33,Travel,Chicago,In-store,Debit Card,51,20,6,457.2,1,1,82.92,0,0
535,11131,595.18,Clothing,Houston,In-store,Debit Card,21,27,9,315.37,0,0,44.38,1,0
536,60567,616.99,Electronics,Los Angeles,In-store,Debit Card,20,30,3,217.73,0,1,57.09,1,0
537,66704,613.33,Dining,Chicago,Web,Debit Card,24,15,1,468.52,1,1,52.71,1,0
